5.791537436273060946e-01,1.734565932913955388e-01,6.910321325704434081e-02,9.423195488215323490e-01,9.629023692885315677e-01,8.085030923911814549e-01,2.973623155007462660e-01,1.114117236257096688e-01,6.812195675384684623e-01,4.538645325835363731e-01,1.158701326651179336e-01,4.975580904831111151e-01,3.779599709737770097e-02,8.888539799817001263e-01,2.692358800842694633e-01,6.460599337494024041e-01,3.072764789513708350e-01,5.047549864945006792e-01,5.489649552780153652e-01,1.825940677670424839e-01,9.775724877555522774e-01,7.771429062697891021e-01,9.355416658459353441e-01,8.991339059472425177e-01,5.868924798058626768e-01,9.283768233063380837e-01,8.390976234386084143e-02,2.183321248509517143e-01,4.280032611413200211e-02,3.499230379743332731e-01
6.287060183600304830e-01,1.826776420438888382e-01,5.977767644657550755e-02,9.613450142149290167e-01,9.746644258872499966e-01,7.972799678547231039e-01,3.072531642150054809e-01,1.024397313761896688e-01,7.073802090544749621e-01,4.409352693574710158e-01,1.308373206696130664e-01,4.910902887316292431e-01,4.051323999641499862e-02,9.157799542994177200e-01,2.653356247768500764e-01,6.475820951410603543e-01,3.080038467039860617e-01,5.125662433174221766e-01,5.353080899154155636e-01,1.653806898532038938e-01,9.576184366715521090e-01,7.706190260123769731e-01,9.334533647561519265e-01,9.072385400529814348e-01,5.826352731985222633e-01,9.233443324575022482e-01,9.285382861525813547e-02,1.902053294338827416e-01,5.974914883598501231e-02,3.196239933513038145e-01
8.497606903955434721e-01,9.699206764940541126e-01,3.171714391308600445e-01,1.462912092638200545e-01,3.408467038958924444e-01,4.348166603992827395e-01,9.072999718897599708e-01,8.174975114054497949e-01,5.270331281841702381e-02,5.357916599287672055e-01,3.919012484939603524e-01,2.170678965715588105e-01,2.240781986145682636e-01,3.111253092762514827e-01,9.227190054342983005e-01,1.988029197465384090e-01,5.665047849804019098e-01,7.395326082961524161e-01,3.923133786491765362e-01,9.931124723082432881e-01,1.006379709285906365e+00,3.263154975733807417e-01,5.335509944609038158e-01,3.407252380971296235e-01,3.686909484974479900e-01,1.722288319847776333e-02,6.088850526657011430e-01,5.327529930505182643e-01,1.170216966852017509e-02,2.810390589921750171e-01
7.635491207860780616e-01,8.812364885358459077e-01,2.716844473609718591e-01,9.359055982150327191e-02,2.327846449210074498e-01,3.911615436289413439e-01,8.150044155284709158e-01,8.443454626404593988e-01,3.423767179925440995e-02,4.195135954150150948e-01,4.317164882875602627e-01,2.396684462572314100e-01,1.267482693124951654e-01,4.207023779041132450e-01,9.540075969966193004e-01,3.559761011573494005e-01,5.596805343380980569e-01,6.898108612398997641e-01,3.039887851635155736e-01,1.015033056179600379e+00,9.347233243857098195e-01,2.995062669486509010e-01,4.581962881865300208e-01,2.844834536355957400e-01,2.303747769186054173e-01,-1.075416591777393349e-01,6.375311126516703952e-01,5.171619843119814597e-01,6.198693403713317895e-03,2.888856908854643413e-01
3.850271034771523548e-01,2.775880929462070101e-01,8.240153318182240616e-01,3.572485081331142065e-01,2.875854122988859563e-01,5.515090223543889225e-01,1.572208235267282261e-01,7.935610555364885910e-01,7.928749774100160574e-02,9.759344263433010758e-01,7.578911672475728833e-01,1.908387566452850181e-01,7.054850095836473836e-03,8.190251831628660995e-01,7.099096977323575697e-01,7.341072198055226261e-01,7.745456756250882480e-01,7.137041928322931938e-02,3.649245711896488276e-01,1.184552163552536480e-01,8.756380769945550924e-01,6.099738089129086438e-01,3.300972422780407145e-01,7.105202399092785948e-02,3.056171270187851841e-01,3.269651212108359850e-01,7.322156717965093709e-01,6.391641438129839203e-01,8.968493906261976178e-01,4.712396388300374439e-01
4.142126920755204167e-01,9.565522308084891678e-01,7.936597816634417546e-01,5.230592821618006427e-01,1.681777169162388397e-01,1.845204276289589551e-01,8.446973569605221999e-02,8.128804565841383223e-01,5.707280191654218182e-01,7.162140281670916764e-01,9.109144093898724481e-02,9.714293251759282821e-01,8.229530566924891932e-01,2.456928607831770084e-01,2.449721429943538809e-01,1.887506181435110730e-01,3.084141236893142568e-01,5.536663679260218629e-01,4.496799499194727989e-01,2.443231459485261936e-01,5.847044465329084284e-01,1.210828566647880189e-01,3.800060214228232480e-01,4.441065509875928852e-01,4.194638009471924889e-01,8.132356915460345892e-01,2.449058165308651835e-01,5.387085339715617094e-01,5.700369314390486553e-01,3.317814061082398347e-02
7.688503234879372483e-01,8.946120489273193810e-01,2.549227687917473562e-01,9.161372215721391710e-02,2.115129452536814170e-01,4.230651119298011742e-01,7.964254304114919414e-01,8.431403274799852410e-01,-8.451235734849594020e-03,5.348492899523147326e-01,4.208552598920570764e-01,2.846604543855164593e-01,1.384440751342125020e-01,4.103822964997878575e-01,8.679381911790688964e-01,3.391716242749279742e-01,5.825223744470349185e-01,8.075389591423647317e-01,3.832388763574485768e-01,9.629554077724183925e-01,9.635364053567870846e-01,3.270373615433795900e-01,4.481093399212960904e-01,3.508894775605740368e-01,3.374721461574236026e-01,3.689259728874858674e-02,6.958501988472638455e-01,4.798589354054660916e-01,-2.044883910203428024e-02,2.005640520376454905e-01
6.203959907325837797e-01,1.783981033616830747e-01,6.662844405264044256e-02,9.368947194276513457e-01,9.658979939015233107e-01,7.964743096605948480e-01,3.203623262149052353e-01,9.838801881249485681e-02,6.983377685426930270e-01,4.271657229099892761e-01,1.458546873837577862e-01,5.064011857253118976e-01,3.053176193550911563e-02,9.329509157952021736e-01,2.559101220858500669e-01,6.649020425569713844e-01,3.004552295343133617e-01,5.360237557397954378e-01,5.349585263105702815e-01,1.945131768105008707e-01,9.708454384139680871e-01,7.867976458915204585e-01,9.292248641651937868e-01,9.163789495421044151e-01,6.081651608474168968e-01,9.500439804311912040e-01,7.302830797807292884e-02,1.761914653457588020e-01,4.687901754971715573e-02,3.149232103022369667e-01
3.860430045894653883e-01,2.657382557320973615e-01,8.310156247356685899e-01,3.611956151222763811e-01,2.806799034652471270e-01,5.394561047551458266e-01,1.486802987256748698e-01,7.964912534666837018e-01,6.992630035364377772e-02,9.941584184608034391e-01,7.686117518988981878e-01,2.057284031273870217e-01,2.534771053561229569e-03,8.080563134390406077e-01,7.067870795267968687e-01,7.162170897752792031e-01,7.806903169091531369e-01,6.966892904329076430e-02,3.516257664677015504e-01,1.190200669667730027e-01,8.612476236323105550e-01,6.139807812540543086e-01,3.351666287424478474e-01,6.017917429435287735e-02,3.127926930045289988e-01,3.328202019285933511e-01,7.257606649640168106e-01,6.281875146972585311e-01,8.862725760835661326e-01,4.689045494084266852e-01
1.012436115235958722e-01,7.167742740726653627e-01,7.637540502720338020e-01,5.815566967599359316e-01,7.725188311246588002e-01,4.501994296487544234e-01,5.102558827579409817e-01,4.495395512231895041e-01,2.466983441700845020e-03,1.239960765585777364e-01,4.788159440803300276e-02,6.393779795587750669e-01,3.317104377406204785e-01,5.191535258712005607e-01,9.684059475084186852e-01,2.400033928306131714e-01,4.048062664366315344e-01,7.266184503039766485e-01,2.243990587160690220e-01,7.275712536479216064e-02,2.700802621049664398e-01,2.178688930420643044e-01,8.937320259770992203e-01,8.209652738032251484e-01,6.554962801057877542e-01,8.659131870030558620e-01,8.085835915776964367e-01,1.394471039605608975e-01,9.138381648199633833e-01,5.027491368947980543e-01
3.749723039683244274e-01,2.785049193300495607e-01,8.249353747315180119e-01,3.615298449758542199e-01,2.921684307609211384e-01,5.298234368101254477e-01,1.315009741468949334e-01,8.134719809891272080e-01,8.863520553146522762e-02,9.985416562163045295e-01,7.859872448793456812e-01,1.841857963819518718e-01,1.655377007077133561e-02,8.074155077906579603e-01,6.897764705767227555e-01,7.335421636363059772e-01,7.716858419323444629e-01,7.520135159524431179e-02,3.664029682130066634e-01,1.094154110179605538e-01,8.693131153648343545e-01,6.277891323308530946e-01,3.360903737604007402e-01,5.824793207565966829e-02,3.057222227593048292e-01,3.225644761297266072e-01,7.274128114196459771e-01,6.304736896914160393e-01,8.861804783152357201e-01,4.734790474292594475e-01
3.751913121213301117e-01,2.663399276288488937e-01,8.326009396751770097e-01,3.751578088516009379e-01,2.752099296853285360e-01,5.408454102792148444e-01,1.449305803005982440e-01,7.973199263174887141e-01,8.072809437927835896e-02,9.976155780838102949e-01,7.848484309607621778e-01,1.918518010191935796e-01,4.049140965437927203e-03,8.127610064662574851e-01,7.051672280318876940e-01,7.409809104685867176e-01,7.721582682494237959e-01,5.888963271348185424e-02,3.589152746568123886e-01,1.092716879516807682e-01,8.579501913547900038e-01,6.190142763266923698e-01,3.392649150722212847e-01,6.359392602377175741e-02,3.226683520585821863e-01,3.293416360592644754e-01,7.302901325099649954e-01,6.272693342460131660e-01,8.875439925079513515e-01,4.736409181803208912e-01
1.094889517555448777e-01,7.368895478528478815e-01,7.567116756782851228e-01,5.608543070548375198e-01,7.655818901249692443e-01,4.618122756684363006e-01,5.428503657763500412e-01,4.350721121966910632e-01,3.876624608734163813e-02,8.043604020954649159e-02,4.033652453935329674e-02,6.074801006194759934e-01,2.669286315021867084e-01,5.079412776211752467e-01,9.126602519544794179e-01,2.681317774473722104e-01,4.262755157306546416e-01,7.844904470144812292e-01,2.032806092386713059e-01,7.101777849934173825e-02,2.849181081084005140e-01,1.803621453893209381e-01,9.154397828055089725e-01,8.185029106236119123e-01,6.174255225686088311e-01,8.989653603213573207e-01,7.785122041418017780e-01,1.780167036028628136e-01,8.922849252207875059e-01,5.064082112347447762e-01
1.124992100419169583e-01,7.127506331961790398e-01,7.680148563375530646e-01,5.582495120485956308e-01,7.534362561481005027e-01,4.531532869547827413e-01,5.234213795874304020e-01,4.133279187443997804e-01,5.264650528140794872e-02,9.802172020445110157e-02,3.942413871498921113e-02,6.609278638479889612e-01,3.513889822836939736e-01,5.167088611325025838e-01,9.048836401701436660e-01,2.324113082602377589e-01,4.086275256286650559e-01,7.604714844683850838e-01,2.346373387147485667e-01,7.737804533174583166e-02,2.612219705926255298e-01,1.419315827875762548e-01,9.222239872112332204e-01,7.891228461735826372e-01,6.415487349738120404e-01,8.994273156200858210e-01,7.948394289552858094e-01,1.393425439248970610e-01,8.692915158144737253e-01,5.631147150499521414e-01
3.569077534310722277e-01,9.983083354744222149e-01,6.394836128684641130e-01,6.325989285657889205e-01,1.231694298135927040e-01,1.925267503887562182e-01,6.241244402687078086e-02,8.280239795332345887e-01,6.332547058974816734e-01,6.331183347377893345e-01,-8.155435190752473307e-02,1.001471996366698036e+00,8.310852159123799376e-01,2.137232556752655943e-01,1.979366268286116559e-01,1.969368648497183683e-01,3.452263433561986727e-01,5.636056887669970150e-01,5.552850996291085472e-01,2.839814253934699328e-01,5.587185388214872539e-01,1.399998357337184918e-01,2.610271778167874146e-01,4.166327600036786594e-01,5.481967065770136927e-01,7.700698049601333306e-01,1.694156216742740417e-01,5.518879552739522909e-01,5.375083339747653843e-01,1.129561073894549961e-01
6.075508417276840323e-01,1.826269560159243799e-01,8.823304292936727522e-02,9.588041909959806874e-01,9.586013025867355930e-01,7.959179997278372776e-01,3.246639206428455493e-01,1.157056766392603742e-01,6.828785395590487584e-01,4.396450009129054259e-01,1.154885158562781317e-01,4.790771195164971186e-01,3.840143786702093082e-02,9.000560946855551414e-01,2.745289557097929101e-01,6.550431827266443019e-01,3.011476349879265157e-01,5.080030871545232474e-01,5.441910225986918981e-01,2.034126076107767578e-01,9.915622769081104959e-01,7.729359211949702324e-01,9.347530966292556531e-01,8.871053609412360430e-01,5.922694179515787249e-01,9.174434124510837396e-01,9.197820976036424900e-02,1.895616239995803753e-01,6.874131721433543452e-02,3.470898111201955460e-01
3.951251848638024367e-01,2.739441469937397011e-01,8.276638849407610410e-01,3.589142243710726765e-01,2.806833665227257413e-01,5.311864449860531634e-01,1.430085203732083254e-01,8.031175599882269811e-01,8.647787667822470770e-02,9.931454652812182760e-01,7.542876716350839228e-01,1.970995979418310173e-01,5.396976942722835936e-03,8.184172630331562059e-01,7.114743570405711592e-01,7.140277148076604741e-01,7.831026757805340521e-01,8.255134393345527066e-02,3.607288940281256351e-01,1.169543678092640621e-01,8.600287913145436836e-01,6.193085542791053610e-01,3.228221406732135756e-01,5.861493107540813319e-02,3.174503156300743090e-01,3.180853369610310288e-01,7.309452950387824721e-01,6.353371205043041314e-01,8.942597799745396481e-01,4.776029555954017791e-01
1.555323704607107782e-01,7.272625028878273445e-01,7.347347688002647814e-01,5.474635330068492456e-01,7.548071809617482586e-01,5.042778981227794555e-01,5.129407252597188993e-01,4.197469285807836070e-01,5.999252118137100853e-04,7.319494816054666897e-02,3.191901899924753233e-02,6.145892664198480126e-01,3.034611196355187501e-01,5.105988476778549057e-01,9.097833014953324859e-01,2.246857749404344573e-01,3.992262698760937201e-01,8.068382093773535102e-01,2.608199801849679922e-01,1.020095587063462039e-01,2.735880214326287807e-01,1.340634911267230556e-01,9.284248113308183337e-01,7.965857766561919018e-01,6.339686475405635901e-01,8.692525562633593994e-01,7.948087986132851279e-01,2.387502668881677503e-01,8.557513925064104132e-01,5.442573201395134452e-01
1.162261285951987078e-01,6.804510184353425029e-01,7.438954817209686432e-01,5.676709607910782607e-01,8.121371096754886887e-01,4.884425001535703248e-01,5.215759985023334933e-01,4.554099889458701478e-01,4.598666567228612556e-03,6.810155995771793869e-02,7.429777222093057742e-03,6.374718374596456405e-01,3.127603923807247277e-01,5.072780038539810299e-01,9.256184510540050869e-01,2.797830277625922291e-01,4.459737277168215330e-01,7.160684673705073333e-01,2.343145463168629095e-01,9.225304296987324459e-02,3.058026643970562231e-01,1.806476540822014865e-01,9.276688708783982218e-01,8.130259208118849612e-01,6.693971941488701116e-01,8.730456533306759637e-01,7.627955763195010119e-01,1.658102334433600722e-01,9.070275839023550501e-01,5.429752119705004709e-01
3.091430927819011076e-01,9.936472033261180004e-01,6.663440306909258481e-01,6.012685680108822428e-01,1.290197079749871023e-01,1.252240065107201317e-01,6.625098509710368455e-02,9.063260772549993627e-01,6.181439952124120341e-01,7.447344180581119133e-01,1.263347546339426697e-01,1.041820215370879099e+00,7.434254082985403134e-01,2.272642879590875409e-01,1.436650193032443790e-01,1.954415780233189626e-01,3.162838289555917060e-01,5.487377558263377697e-01,5.379053334438620437e-01,2.999261011696089940e-01,6.135723290113793693e-01,1.444652814106576200e-01,3.551445776108927421e-01,3.446065566417949033e-01,4.452201650123641663e-01,7.530554389429300333e-01,1.535822491057987071e-01,6.022995612552655142e-01,5.825718497482078595e-01,3.590865566148535026e-02
8.162838246042911639e-01,8.021890874827666273e-01,3.560864624704567771e-01,1.378163692501380988e-01,1.756801156882003001e-01,4.280155325877119110e-01,8.315379495409107591e-01,8.659268943146803954e-01,1.654487520326472505e-02,4.641522194995024164e-01,4.942936408185191199e-01,2.503829424006918103e-01,1.616281514580255041e-01,3.868817806301474427e-01,9.154847305928731638e-01,3.523043759544516873e-01,6.516311052702761231e-01,7.007498075105567104e-01,3.379092638406965277e-01,9.889758594937307912e-01,9.688872836631120533e-01,2.375335211043615724e-01,5.488299775002762892e-01,2.514309832137443523e-01,2.570492681596829310e-01,-1.243014392501185644e-02,6.365095214308675864e-01,5.659009868895856776e-01,-9.407234588103011164e-03,3.117725783708840126e-01
